MSN,YYYYMM,Value,Column_Order,Description,Unit
"""PAICPUS""","""198311""",4121.22,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198312""",3944.751,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198401""",4386.255,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198402""",4138.213,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198403""",4179.827,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198404""",4110.467,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198405""",4237.262,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198406""",4175.013,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198407""",4316.361,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198408""",4393.248,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198409""",4204.593,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198410""",4408.406,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198411""",3892.402,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198412""",3830.348,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198501""",3974.841,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198502""",4030.452,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198503""",3807.094,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198504""",3925.639,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198505""",4132.78,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198506""",4216.969,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198507""",4150.831,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198508""",4277.969,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198509""",4114.592,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198510""",4349.282,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198511""",3827.169,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198512""",3967.408,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198601""",3904.001,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198602""",3959.924,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198603""",4003.594,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198604""",3890.546,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198605""",4097.501,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
